position,temperature,humidity,noice,time,createdAt,updatedAt,__v
Malabe,29.3,81,51.4,2025-04-08 21:10:12.212,2025-04-08 21:10:12.213,2025-04-08 21:10:12.213,0
Malabe,29.3,81,51.4,2025-04-08 21:15:13.521,2025-04-08 21:15:13.521,2025-04-08 21:15:13.521,0
Malabe,29.3,81,51.5,2025-04-08 21:20:14.829,2025-04-08 21:20:14.830,2025-04-08 21:20:14.830,0
Malabe,29.3,81,51.4,2025-04-08 21:25:16.188,2025-04-08 21:25:16.189,2025-04-08 21:25:16.189,0
Malabe,29.3,80,51.5,2025-04-08 21:30:17.527,2025-04-08 21:30:17.532,2025-04-08 21:30:17.532,0
Malabe,29.3,80,51.4,2025-04-08 21:35:18.840,2025-04-08 21:35:18.840,2025-04-08 21:35:18.840,0
Malabe,29.3,81,51.4,2025-04-08 21:40:20.170,2025-04-08 21:40:20.171,2025-04-08 21:40:20.171,0
Malabe,29.3,81,51.5,2025-04-08 21:45:21.651,2025-04-08 21:45:21.651,2025-04-08 21:45:21.651,0
Malabe,29.3,81,51.4,2025-04-08 21:50:22.879,2025-04-08 21:50:22.879,2025-04-08 21:50:22.879,0
Malabe,29.3,81,51.4,2025-04-08 21:55:24.137,2025-04-08 21:55:24.137,2025-04-08 21:55:24.137,0
Malabe,29.3,81,51.4,2025-04-08 22:00:25.550,2025-04-08 22:00:25.550,2025-04-08 22:00:25.550,0
Malabe,29.3,81,51.4,2025-04-08 22:05:26.883,2025-04-08 22:05:26.883,2025-04-08 22:05:26.883,0
Malabe,29.3,81,51.5,2025-04-08 22:10:28.154,2025-04-08 22:10:28.154,2025-04-08 22:10:28.154,0
Malabe,29.3,81,51.5,2025-04-08 22:15:29.426,2025-04-08 22:15:29.426,2025-04-08 22:15:29.426,0
Malabe,29.3,81,51.5,2025-04-08 22:20:30.648,2025-04-08 22:20:30.648,2025-04-08 22:20:30.648,0
Malabe,29.3,81,51.4,2025-04-08 22:25:32.182,2025-04-08 22:25:32.182,2025-04-08 22:25:32.182,0
Malabe,29.3,81,51.5,2025-04-08 22:30:33.618,2025-04-08 22:30:33.618,2025-04-08 22:30:33.618,0
Malabe,29.3,81,51.4,2025-04-08 22:35:34.881,2025-04-08 22:35:34.881,2025-04-08 22:35:34.881,0
Malabe,29.3,81,51.5,2025-04-08 22:40:36.153,2025-04-08 22:40:36.153,2025-04-08 22:40:36.153,0
Malabe,29.3,81,51.5,2025-04-08 22:45:37.498,2025-04-08 22:45:37.499,2025-04-08 22:45:37.499,0
Malabe,29.3,81,51.4,2025-04-08 22:50:38.759,2025-04-08 22:50:38.759,2025-04-08 22:50:38.759,0
Malabe,29.3,81,51.5,2025-04-08 22:55:40.267,2025-04-08 22:55:40.267,2025-04-08 22:55:40.267,0
Malabe,29.3,81,51.5,2025-04-08 23:00:41.722,2025-04-08 23:00:41.722,2025-04-08 23:00:41.722,0
Malabe,29.3,81,51.4,2025-04-08 23:05:42.956,2025-04-08 23:05:42.956,2025-04-08 23:05:42.956,0
Malabe,29.3,82,51.4,2025-04-08 23:10:47.217,2025-04-08 23:10:47.218,2025-04-08 23:10:47.218,0
Malabe,29.3,81,51.5,2025-04-08 23:15:53.119,2025-04-08 23:15:53.120,2025-04-08 23:15:53.120,0
Malabe,29.3,81,51.5,2025-04-08 23:20:58.704,2025-04-08 23:20:58.706,2025-04-08 23:20:58.706,0
Malabe,29.3,81,51.5,2025-04-08 23:26:00.556,2025-04-08 23:26:00.557,2025-04-08 23:26:00.557,0
Malabe,29.3,81,51.4,2025-04-08 23:31:01.956,2025-04-08 23:31:01.956,2025-04-08 23:31:01.956,0
Malabe,29.3,81,51.4,2025-04-08 23:36:03.233,2025-04-08 23:36:03.234,2025-04-08 23:36:03.234,0
Malabe,29.3,81,51.5,2025-04-08 23:41:04.530,2025-04-08 23:41:04.530,2025-04-08 23:41:04.530,0
Malabe,29.3,81,51.4,2025-04-08 23:46:05.782,2025-04-08 23:46:05.782,2025-04-08 23:46:05.782,0
Malabe,29.3,81,51.4,2025-04-08 23:51:07.290,2025-04-08 23:51:07.290,2025-04-08 23:51:07.290,0
Malabe,29.3,82,51.5,2025-04-08 23:56:08.637,2025-04-08 23:56:08.637,2025-04-08 23:56:08.637,0
Malabe,29.3,82,51.5,2025-04-09 00:01:10.001,2025-04-09 00:01:10.002,2025-04-09 00:01:10.002,0
Malabe,29.3,82,51.5,2025-04-09 00:06:11.363,2025-04-09 00:06:11.363,2025-04-09 00:06:11.363,0
Malabe,29.3,82,51.5,2025-04-09 00:11:12.940,2025-04-09 00:11:12.940,2025-04-09 00:11:12.940,0
Malabe,29.3,82,51.4,2025-04-09 00:16:14.264,2025-04-09 00:16:14.264,2025-04-09 00:16:14.264,0
Malabe,29.3,82,51.4,2025-04-09 00:21:15.567,2025-04-09 00:21:15.568,2025-04-09 00:21:15.568,0
Malabe,29.3,82,51.5,2025-04-09 00:26:16.916,2025-04-09 00:26:16.916,2025-04-09 00:26:16.916,0
Malabe,29.3,82,51.4,2025-04-09 00:31:18.169,2025-04-09 00:31:18.169,2025-04-09 00:31:18.169,0
Malabe,29.3,82,51.5,2025-04-09 00:36:19.431,2025-04-09 00:36:19.431,2025-04-09 00:36:19.431,0
Malabe,29.3,82,51.5,2025-04-09 00:41:20.696,2025-04-09 00:41:20.696,2025-04-09 00:41:20.696,0
Malabe,29.3,82,51.5,2025-04-09 00:46:21.964,2025-04-09 00:46:21.964,2025-04-09 00:46:21.964,0
Malabe,29.3,82,51.5,2025-04-09 00:51:23.239,2025-04-09 00:51:23.239,2025-04-09 00:51:23.239,0
Malabe,29.3,83,51.5,2025-04-09 00:56:24.475,2025-04-09 00:56:24.475,2025-04-09 00:56:24.475,0
Malabe,29.3,83,51.4,2025-04-09 01:01:25.763,2025-04-09 01:01:25.764,2025-04-09 01:01:25.764,0
Malabe,29.3,83,51.5,2025-04-09 01:06:27.016,2025-04-09 01:06:27.017,2025-04-09 01:06:27.017,0
Malabe,29.3,83,51.4,2025-04-09 01:11:28.414,2025-04-09 01:11:28.414,2025-04-09 01:11:28.414,0
Malabe,29.3,83,51.5,2025-04-09 01:16:29.758,2025-04-09 01:16:29.758,2025-04-09 01:16:29.758,0
Malabe,29.3,83,51.5,2025-04-09 01:21:34.613,2025-04-09 01:21:34.614,2025-04-09 01:21:34.614,0
Malabe,29.3,84,51.6,2025-04-09 01:26:40.283,2025-04-09 01:26:40.284,2025-04-09 01:26:40.284,0
Malabe,29.3,84,51.5,2025-04-09 01:31:42.376,2025-04-09 01:31:42.377,2025-04-09 01:31:42.377,0
Malabe,29.3,84,51.5,2025-04-09 01:36:47.276,2025-04-09 01:36:47.277,2025-04-09 01:36:47.277,0
Malabe,29.3,84,51.4,2025-04-09 01:41:49.228,2025-04-09 01:41:49.228,2025-04-09 01:41:49.228,0
Malabe,29.3,84,51.5,2025-04-09 01:46:50.612,2025-04-09 01:46:50.613,2025-04-09 01:46:50.613,0
Malabe,29.3,84,51.5,2025-04-09 01:51:52.034,2025-04-09 01:51:52.034,2025-04-09 01:51:52.034,0
Malabe,29.3,84,51.5,2025-04-09 01:56:53.501,2025-04-09 01:56:53.502,2025-04-09 01:56:53.502,0
Malabe,29.3,84,51.5,2025-04-09 02:01:54.842,2025-04-09 02:01:54.842,2025-04-09 02:01:54.842,0
Malabe,29.3,84,51.4,2025-04-09 02:06:56.215,2025-04-09 02:06:56.216,2025-04-09 02:06:56.216,0
Malabe,29.3,84,51.5,2025-04-09 02:11:57.570,2025-04-09 02:11:57.570,2025-04-09 02:11:57.570,0
Malabe,29.3,84,51.5,2025-04-09 02:16:58.828,2025-04-09 02:16:58.828,2025-04-09 02:16:58.828,0
Malabe,29.3,84,51.4,2025-04-09 02:22:00.122,2025-04-09 02:22:00.122,2025-04-09 02:22:00.122,0
Malabe,29.3,84,51.5,2025-04-09 02:27:01.469,2025-04-09 02:27:01.470,2025-04-09 02:27:01.470,0
Malabe,29.3,84,51.5,2025-04-09 02:32:02.818,2025-04-09 02:32:02.819,2025-04-09 02:32:02.819,0
Malabe,29.3,84,51.5,2025-04-09 02:37:04.351,2025-04-09 02:37:04.351,2025-04-09 02:37:04.351,0
Malabe,29.3,84,51.4,2025-04-09 02:42:05.678,2025-04-09 02:42:05.678,2025-04-09 02:42:05.678,0
Malabe,29.3,84,51.5,2025-04-09 02:47:07.036,2025-04-09 02:47:07.036,2025-04-09 02:47:07.036,0
Malabe,29.3,84,51.4,2025-04-09 02:52:08.385,2025-04-09 02:52:08.386,2025-04-09 02:52:08.386,0
Malabe,29.0,84,51.5,2025-04-09 02:57:09.647,2025-04-09 02:57:09.647,2025-04-09 02:57:09.647,0
Malabe,29.0,84,51.6,2025-04-09 03:02:11.053,2025-04-09 03:02:11.053,2025-04-09 03:02:11.053,0
Malabe,29.0,84,51.5,2025-04-09 03:07:12.531,2025-04-09 03:07:12.532,2025-04-09 03:07:12.532,0
Malabe,28.9,85,51.5,2025-04-09 03:12:13.845,2025-04-09 03:12:13.845,2025-04-09 03:12:13.845,0
Malabe,29.0,85,51.5,2025-04-09 03:17:15.252,2025-04-09 03:17:15.253,2025-04-09 03:17:15.253,0
Malabe,28.9,85,51.6,2025-04-09 03:22:16.734,2025-04-09 03:22:16.734,2025-04-09 03:22:16.734,0
Malabe,29.0,85,51.4,2025-04-09 03:27:18.075,2025-04-09 03:27:18.075,2025-04-09 03:27:18.075,0
Malabe,29.0,85,51.5,2025-04-09 03:32:19.438,2025-04-09 03:32:19.438,2025-04-09 03:32:19.438,0
Malabe,29.1,85,51.5,2025-04-09 03:37:20.889,2025-04-09 03:37:20.890,2025-04-09 03:37:20.890,0
Malabe,29.0,85,51.5,2025-04-09 03:42:22.375,2025-04-09 03:42:22.375,2025-04-09 03:42:22.375,0
Malabe,29.0,85,51.4,2025-04-09 03:47:23.861,2025-04-09 03:47:23.861,2025-04-09 03:47:23.861,0
Malabe,29.0,85,51.5,2025-04-09 03:52:25.214,2025-04-09 03:52:25.214,2025-04-09 03:52:25.214,0
Malabe,29.1,85,51.5,2025-04-09 03:57:26.561,2025-04-09 03:57:26.561,2025-04-09 03:57:26.561,0
Malabe,29.0,85,51.5,2025-04-09 04:02:27.821,2025-04-09 04:02:27.821,2025-04-09 04:02:27.821,0
Malabe,29.0,85,51.4,2025-04-09 04:07:32.155,2025-04-09 04:07:32.156,2025-04-09 04:07:32.156,0
Malabe,29.2,85,51.4,2025-04-09 04:12:34.665,2025-04-09 04:12:34.665,2025-04-09 04:12:34.665,0
Malabe,29.2,85,51.4,2025-04-09 04:17:36.250,2025-04-09 04:17:36.251,2025-04-09 04:17:36.251,0
Malabe,29.0,85,51.4,2025-04-09 04:22:37.580,2025-04-09 04:22:37.581,2025-04-09 04:22:37.581,0
Malabe,29.3,85,51.4,2025-04-09 04:27:38.957,2025-04-09 04:27:38.970,2025-04-09 04:27:38.970,0
Malabe,29.3,85,51.4,2025-04-09 04:32:40.350,2025-04-09 04:32:40.350,2025-04-09 04:32:40.350,0
Malabe,29.3,85,51.5,2025-04-09 04:37:41.832,2025-04-09 04:37:41.832,2025-04-09 04:37:41.832,0
Malabe,29.3,85,51.5,2025-04-09 04:42:46.846,2025-04-09 04:42:46.847,2025-04-09 04:42:46.847,0
Malabe,29.3,85,51.5,2025-04-09 04:47:52.266,2025-04-09 04:47:52.267,2025-04-09 04:47:52.267,0
Malabe,29.3,85,51.3,2025-04-09 04:52:54.302,2025-04-09 04:52:54.302,2025-04-09 04:52:54.302,0
Malabe,29.3,85,51.4,2025-04-09 04:57:55.681,2025-04-09 04:57:55.693,2025-04-09 04:57:55.693,0
Malabe,29.3,85,51.4,2025-04-09 05:02:57.056,2025-04-09 05:02:57.056,2025-04-09 05:02:57.056,0
Malabe,29.3,85,51.4,2025-04-09 05:07:58.393,2025-04-09 05:07:58.394,2025-04-09 05:07:58.394,0
Malabe,29.3,85,51.5,2025-04-09 05:12:59.666,2025-04-09 05:12:59.666,2025-04-09 05:12:59.666,0
Malabe,29.3,86,51.4,2025-04-09 05:18:01.029,2025-04-09 05:18:01.029,2025-04-09 05:18:01.029,0
Malabe,29.3,86,51.5,2025-04-09 05:23:02.362,2025-04-09 05:23:02.362,2025-04-09 05:23:02.362,0
Malabe,29.3,85,51.4,2025-04-09 05:28:03.674,2025-04-09 05:28:03.674,2025-04-09 05:28:03.674,0
Malabe,29.3,85,51.4,2025-04-09 05:33:05.014,2025-04-09 05:33:05.014,2025-04-09 05:33:05.014,0
Malabe,29.3,87,51.4,2025-04-09 05:38:06.294,2025-04-09 05:38:06.294,2025-04-09 05:38:06.294,0
Malabe,29.3,87,51.5,2025-04-09 05:43:07.537,2025-04-09 05:43:07.537,2025-04-09 05:43:07.537,0
Malabe,29.3,87,51.5,2025-04-09 05:48:08.787,2025-04-09 05:48:08.787,2025-04-09 05:48:08.787,0
Malabe,29.3,87,51.5,2025-04-09 05:53:10.066,2025-04-09 05:53:10.066,2025-04-09 05:53:10.066,0
Malabe,29.3,87,51.6,2025-04-09 05:58:11.315,2025-04-09 05:58:11.315,2025-04-09 05:58:11.315,0
Malabe,29.1,88,51.5,2025-04-09 06:03:12.598,2025-04-09 06:03:12.598,2025-04-09 06:03:12.598,0
Malabe,29.2,88,51.4,2025-04-09 06:08:13.850,2025-04-09 06:08:13.850,2025-04-09 06:08:13.850,0
Malabe,29.3,88,51.5,2025-04-09 06:13:15.242,2025-04-09 06:13:15.242,2025-04-09 06:13:15.242,0
Malabe,29.3,88,51.4,2025-04-09 06:18:16.714,2025-04-09 06:18:16.715,2025-04-09 06:18:16.715,0
Malabe,29.3,88,51.5,2025-04-09 06:23:18.044,2025-04-09 06:23:18.044,2025-04-09 06:23:18.044,0
Malabe,29.3,88,51.5,2025-04-09 06:28:19.345,2025-04-09 06:28:19.345,2025-04-09 06:28:19.345,0
Malabe,29.3,88,51.4,2025-04-09 06:33:20.661,2025-04-09 06:33:20.661,2025-04-09 06:33:20.661,0
Malabe,29.3,88,51.5,2025-04-09 06:38:22.076,2025-04-09 06:38:22.076,2025-04-09 06:38:22.076,0
Malabe,29.3,88,51.4,2025-04-09 06:43:23.315,2025-04-09 06:43:23.315,2025-04-09 06:43:23.315,0
Malabe,29.3,88,51.5,2025-04-09 06:48:24.560,2025-04-09 06:48:24.561,2025-04-09 06:48:24.561,0
Malabe,29.3,88,51.5,2025-04-09 06:53:25.944,2025-04-09 06:53:25.944,2025-04-09 06:53:25.944,0
Malabe,29.3,88,51.5,2025-04-09 06:58:27.206,2025-04-09 06:58:27.206,2025-04-09 06:58:27.206,0
Malabe,29.3,88,51.4,2025-04-09 07:03:28.576,2025-04-09 07:03:28.576,2025-04-09 07:03:28.576,0
Malabe,29.3,88,51.4,2025-04-09 07:08:33.408,2025-04-09 07:08:33.409,2025-04-09 07:08:33.409,0
Malabe,29.3,88,51.5,2025-04-09 07:13:35.319,2025-04-09 07:13:35.331,2025-04-09 07:13:35.331,0
Malabe,29.3,88,51.5,2025-04-09 07:18:36.715,2025-04-09 07:18:36.715,2025-04-09 07:18:36.715,0
Malabe,29.3,88,51.5,2025-04-09 07:23:38.095,2025-04-09 07:23:38.095,2025-04-09 07:23:38.095,0
Malabe,29.3,88,51.5,2025-04-09 07:28:39.488,2025-04-09 07:28:39.489,2025-04-09 07:28:39.489,0
Malabe,29.3,88,51.5,2025-04-09 07:33:40.759,2025-04-09 07:33:40.760,2025-04-09 07:33:40.760,0
Malabe,29.3,88,51.4,2025-04-09 07:38:42.121,2025-04-09 07:38:42.121,2025-04-09 07:38:42.121,0
Malabe,29.3,88,51.5,2025-04-09 07:43:43.625,2025-04-09 07:43:43.625,2025-04-09 07:43:43.625,0
Malabe,29.3,88,51.4,2025-04-09 07:48:44.956,2025-04-09 07:48:44.957,2025-04-09 07:48:44.957,0
Malabe,29.3,88,51.5,2025-04-09 07:53:46.261,2025-04-09 07:53:46.261,2025-04-09 07:53:46.261,0
Malabe,29.3,88,51.4,2025-04-09 07:58:47.841,2025-04-09 07:58:47.841,2025-04-09 07:58:47.841,0
Malabe,29.3,88,51.5,2025-04-09 08:03:49.162,2025-04-09 08:03:49.162,2025-04-09 08:03:49.162,0
Malabe,29.3,88,51.5,2025-04-09 08:08:50.552,2025-04-09 08:08:50.552,2025-04-09 08:08:50.552,0
Malabe,29.3,88,51.5,2025-04-09 08:13:51.996,2025-04-09 08:13:51.996,2025-04-09 08:13:51.996,0
Malabe,29.3,88,51.5,2025-04-09 08:18:53.256,2025-04-09 08:18:53.256,2025-04-09 08:18:53.256,0
Malabe,29.3,88,51.5,2025-04-09 08:23:54.538,2025-04-09 08:23:54.538,2025-04-09 08:23:54.538,0
Malabe,29.3,88,51.5,2025-04-09 08:28:56.119,2025-04-09 08:28:56.119,2025-04-09 08:28:56.119,0
Malabe,29.3,88,51.5,2025-04-09 08:33:57.448,2025-04-09 08:33:57.448,2025-04-09 08:33:57.448,0
Malabe,29.3,88,51.4,2025-04-09 08:38:58.868,2025-04-09 08:38:58.868,2025-04-09 08:38:58.868,0
Malabe,29.3,88,51.5,2025-04-09 08:44:00.437,2025-04-09 08:44:00.438,2025-04-09 08:44:00.438,0
Malabe,29.4,88,51.5,2025-04-09 08:49:01.897,2025-04-09 08:49:01.897,2025-04-09 08:49:01.897,0
Malabe,29.5,88,51.4,2025-04-09 08:54:03.232,2025-04-09 08:54:03.232,2025-04-09 08:54:03.232,0
Malabe,29.7,88,51.5,2025-04-09 08:59:04.534,2025-04-09 08:59:04.534,2025-04-09 08:59:04.534,0
Malabe,29.8,88,51.5,2025-04-09 09:04:05.844,2025-04-09 09:04:05.844,2025-04-09 09:04:05.844,0
Malabe,29.8,88,51.5,2025-04-09 09:09:07.111,2025-04-09 09:09:07.111,2025-04-09 09:09:07.111,0
Malabe,29.8,88,51.5,2025-04-09 09:14:08.403,2025-04-09 09:14:08.403,2025-04-09 09:14:08.403,0
Malabe,29.8,88,51.4,2025-04-09 09:19:09.771,2025-04-09 09:19:09.771,2025-04-09 09:19:09.771,0
Malabe,29.8,88,51.5,2025-04-09 09:24:11.108,2025-04-09 09:24:11.108,2025-04-09 09:24:11.108,0
Malabe,29.8,88,51.5,2025-04-09 09:29:12.408,2025-04-09 09:29:12.409,2025-04-09 09:29:12.409,0
Malabe,29.8,88,51.4,2025-04-09 09:34:13.749,2025-04-09 09:34:13.750,2025-04-09 09:34:13.750,0
Malabe,29.8,88,51.5,2025-04-09 09:39:17.966,2025-04-09 09:39:17.967,2025-04-09 09:39:17.967,0
Malabe,29.8,88,51.5,2025-04-09 09:44:20.503,2025-04-09 09:44:20.504,2025-04-09 09:44:20.504,0
Malabe,29.8,88,51.4,2025-04-09 09:49:21.929,2025-04-09 09:49:21.929,2025-04-09 09:49:21.929,0
Malabe,29.8,88,51.5,2025-04-09 09:54:23.293,2025-04-09 09:54:23.293,2025-04-09 09:54:23.293,0
Malabe,29.8,88,51.4,2025-04-09 09:59:24.693,2025-04-09 09:59:24.693,2025-04-09 09:59:24.693,0
Malabe,29.8,88,51.4,2025-04-09 10:04:26.268,2025-04-09 10:04:26.268,2025-04-09 10:04:26.268,0
Malabe,29.8,88,51.5,2025-04-09 10:09:27.712,2025-04-09 10:09:27.712,2025-04-09 10:09:27.712,0
Malabe,29.8,88,51.4,2025-04-09 10:14:29.070,2025-04-09 10:14:29.070,2025-04-09 10:14:29.070,0
Malabe,29.8,88,51.4,2025-04-09 10:19:30.421,2025-04-09 10:19:30.421,2025-04-09 10:19:30.421,0
Malabe,29.8,88,51.4,2025-04-09 10:24:31.707,2025-04-09 10:24:31.707,2025-04-09 10:24:31.707,0
Malabe,29.8,88,51.4,2025-04-09 10:29:32.998,2025-04-09 10:29:32.998,2025-04-09 10:29:32.998,0
Malabe,29.8,88,51.4,2025-04-09 10:34:34.437,2025-04-09 10:34:34.437,2025-04-09 10:34:34.437,0
Malabe,29.8,88,51.4,2025-04-09 10:39:35.704,2025-04-09 10:39:35.705,2025-04-09 10:39:35.705,0
Malabe,29.8,88,51.5,2025-04-09 10:44:36.975,2025-04-09 10:44:36.975,2025-04-09 10:44:36.975,0
Malabe,29.8,88,51.5,2025-04-09 10:49:38.345,2025-04-09 10:49:38.346,2025-04-09 10:49:38.346,0
Malabe,29.8,88,51.5,2025-04-09 10:54:39.713,2025-04-09 10:54:39.713,2025-04-09 10:54:39.713,0
Malabe,29.8,88,51.4,2025-04-09 10:59:41.093,2025-04-09 10:59:41.093,2025-04-09 10:59:41.093,0
Malabe,29.8,89,51.4,2025-04-09 11:04:42.655,2025-04-09 11:04:42.655,2025-04-09 11:04:42.655,0
Malabe,29.8,89,51.4,2025-04-09 11:09:44.119,2025-04-09 11:09:44.120,2025-04-09 11:09:44.120,0
Malabe,29.8,88,51.4,2025-04-09 11:14:45.488,2025-04-09 11:14:45.489,2025-04-09 11:14:45.489,0
Malabe,29.8,89,51.4,2025-04-09 11:19:46.844,2025-04-09 11:19:46.844,2025-04-09 11:19:46.844,0
Malabe,29.8,89,51.5,2025-04-09 11:24:48.103,2025-04-09 11:24:48.104,2025-04-09 11:24:48.104,0
Malabe,29.8,89,51.5,2025-04-09 11:29:49.560,2025-04-09 11:29:49.560,2025-04-09 11:29:49.560,0
Malabe,29.8,89,51.4,2025-04-09 11:34:50.822,2025-04-09 11:34:50.822,2025-04-09 11:34:50.822,0
Malabe,29.8,89,51.5,2025-04-09 11:39:55.510,2025-04-09 11:39:55.512,2025-04-09 11:39:55.512,0
Malabe,29.8,89,51.5,2025-04-09 11:44:57.711,2025-04-09 11:44:57.712,2025-04-09 11:44:57.712,0
Malabe,29.8,89,51.5,2025-04-09 11:49:59.191,2025-04-09 11:49:59.191,2025-04-09 11:49:59.191,0
Malabe,29.8,89,51.4,2025-04-09 11:55:00.510,2025-04-09 11:55:00.510,2025-04-09 11:55:00.510,0
Malabe,29.8,89,51.4,2025-04-09 12:00:01.866,2025-04-09 12:00:01.867,2025-04-09 12:00:01.867,0
Malabe,29.8,89,51.5,2025-04-09 12:05:03.490,2025-04-09 12:05:03.490,2025-04-09 12:05:03.490,0
Malabe,29.8,89,51.4,2025-04-09 12:10:05.226,2025-04-09 12:10:05.227,2025-04-09 12:10:05.227,0
Malabe,29.8,89,51.4,2025-04-09 12:15:06.665,2025-04-09 12:15:06.665,2025-04-09 12:15:06.665,0
Malabe,29.8,89,51.4,2025-04-09 12:20:07.962,2025-04-09 12:20:07.963,2025-04-09 12:20:07.963,0
Malabe,29.8,89,51.4,2025-04-09 12:25:09.347,2025-04-09 12:25:09.347,2025-04-09 12:25:09.347,0
Malabe,29.8,89,51.4,2025-04-09 12:30:10.664,2025-04-09 12:30:10.664,2025-04-09 12:30:10.664,0
Malabe,29.8,89,51.5,2025-04-09 12:35:12.213,2025-04-09 12:35:12.214,2025-04-09 12:35:12.214,0
Malabe,29.8,89,51.4,2025-04-09 12:40:13.493,2025-04-09 12:40:13.493,2025-04-09 12:40:13.493,0
Malabe,29.8,89,51.5,2025-04-09 12:45:14.879,2025-04-09 12:45:14.880,2025-04-09 12:45:14.880,0
Malabe,29.8,89,51.5,2025-04-09 12:50:16.465,2025-04-09 12:50:16.465,2025-04-09 12:50:16.465,0
Malabe,29.8,89,51.4,2025-04-09 12:55:17.790,2025-04-09 12:55:17.790,2025-04-09 12:55:17.790,0
Malabe,29.8,89,51.5,2025-04-09 13:00:19.071,2025-04-09 13:00:19.072,2025-04-09 13:00:19.072,0
Malabe,29.8,89,51.5,2025-04-09 13:05:20.433,2025-04-09 13:05:20.433,2025-04-09 13:05:20.433,0
Malabe,29.8,89,51.4,2025-04-09 13:10:21.689,2025-04-09 13:10:21.689,2025-04-09 13:10:21.689,0
Malabe,29.8,89,51.4,2025-04-09 13:15:22.958,2025-04-09 13:15:22.958,2025-04-09 13:15:22.958,0
Malabe,29.8,89,51.5,2025-04-09 13:20:24.458,2025-04-09 13:20:24.458,2025-04-09 13:20:24.458,0
Malabe,29.8,89,51.5,2025-04-09 13:25:25.916,2025-04-09 13:25:25.916,2025-04-09 13:25:25.916,0
Malabe,29.8,89,51.4,2025-04-09 13:30:27.252,2025-04-09 13:30:27.252,2025-04-09 13:30:27.252,0
Malabe,29.8,89,51.5,2025-04-09 13:35:28.662,2025-04-09 13:35:28.663,2025-04-09 13:35:28.663,0
Malabe,29.8,89,51.4,2025-04-09 13:40:29.988,2025-04-09 13:40:29.988,2025-04-09 13:40:29.988,0
Malabe,29.8,89,51.5,2025-04-09 13:45:31.401,2025-04-09 13:45:31.401,2025-04-09 13:45:31.401,0
Malabe,29.8,89,51.5,2025-04-09 13:50:32.752,2025-04-09 13:50:32.752,2025-04-09 13:50:32.752,0
Malabe,29.8,89,51.4,2025-04-09 13:55:37.488,2025-04-09 13:55:37.489,2025-04-09 13:55:37.489,0
Malabe,29.8,89,51.5,2025-04-09 14:05:40.891,2025-04-09 14:05:40.891,2025-04-09 14:05:40.891,0
Malabe,29.8,89,51.4,2025-04-09 14:10:43.372,2025-04-09 14:10:43.372,2025-04-09 14:10:43.372,0
Malabe,29.8,89,51.5,2025-04-09 14:15:44.667,2025-04-09 14:15:44.667,2025-04-09 14:15:44.667,0
Malabe,29.8,89,51.4,2025-04-09 14:20:45.948,2025-04-09 14:20:45.948,2025-04-09 14:20:45.948,0
Malabe,29.8,89,51.5,2025-04-09 14:25:47.343,2025-04-09 14:25:47.343,2025-04-09 14:25:47.343,0
Malabe,29.8,89,51.5,2025-04-09 14:30:48.784,2025-04-09 14:30:48.784,2025-04-09 14:30:48.784,0
Malabe,29.8,89,51.4,2025-04-09 14:35:50.132,2025-04-09 14:35:50.132,2025-04-09 14:35:50.132,0
Malabe,29.8,89,51.5,2025-04-09 14:40:51.415,2025-04-09 14:40:51.415,2025-04-09 14:40:51.415,0
Malabe,29.8,90,51.5,2025-04-09 14:45:52.770,2025-04-09 14:45:52.770,2025-04-09 14:45:52.770,0
Malabe,29.8,90,51.4,2025-04-09 14:50:54.050,2025-04-09 14:50:54.050,2025-04-09 14:50:54.050,0
Malabe,29.8,90,51.5,2025-04-09 14:55:55.382,2025-04-09 14:55:55.382,2025-04-09 14:55:55.382,0
Malabe,29.8,90,51.5,2025-04-09 15:00:56.897,2025-04-09 15:00:56.897,2025-04-09 15:00:56.897,0
Malabe,29.8,90,51.4,2025-04-09 15:05:58.365,2025-04-09 15:05:58.365,2025-04-09 15:05:58.365,0
Malabe,29.8,90,51.5,2025-04-09 15:10:59.704,2025-04-09 15:10:59.704,2025-04-09 15:10:59.704,0
Malabe,29.8,90,51.5,2025-04-09 15:16:01.064,2025-04-09 15:16:01.064,2025-04-09 15:16:01.064,0
Malabe,29.8,90,51.4,2025-04-09 15:21:02.334,2025-04-09 15:21:02.334,2025-04-09 15:21:02.334,0
Malabe,29.8,90,51.4,2025-04-09 15:26:03.677,2025-04-09 15:26:03.677,2025-04-09 15:26:03.677,0
Malabe,29.8,90,51.5,2025-04-09 15:31:05.046,2025-04-09 15:31:05.046,2025-04-09 15:31:05.046,0
Malabe,29.8,90,51.4,2025-04-09 15:36:06.322,2025-04-09 15:36:06.322,2025-04-09 15:36:06.322,0
Malabe,29.8,89,51.4,2025-04-09 15:41:07.569,2025-04-09 15:41:07.569,2025-04-09 15:41:07.569,0
Malabe,29.8,90,51.4,2025-04-09 15:46:08.855,2025-04-09 15:46:08.856,2025-04-09 15:46:08.856,0
Malabe,29.8,90,51.5,2025-04-09 15:51:10.112,2025-04-09 15:51:10.112,2025-04-09 15:51:10.112,0
Malabe,29.8,89,51.5,2025-04-09 15:56:11.510,2025-04-09 15:56:11.510,2025-04-09 15:56:11.510,0
Malabe,29.8,89,51.5,2025-04-09 16:01:12.990,2025-04-09 16:01:12.990,2025-04-09 16:01:12.990,0
